name,rating,lat,lng,formatted_address
Imaging Victoria Cranbourne,0,-38.0928462,145.2805147,"301 S Gippsland Hwy, Cranbourne VIC 3977, Australia"
The Chief Psychiatrist,2.4,-37.8095,144.9705911,"50 Lonsdale St, Melbourne VIC 3000, Australia"
Casey Medical Centre - Dr. Vaska Ratna,5,-38.1036715,145.2816674,"197 High St, Cranbourne VIC 3977, Australia"
Pro Health Chiropractic,5,-38.1036095,145.2811525,"26 William St, Cranbourne VIC 3977, Australia"
The Royal Melbourne Hospital,3.2,-37.7986657,144.955973,"300 Grattan St, Parkville VIC 3050, Australia"
Dental Health Services Victoria,3.9,-37.7995725,144.9654271,"720 Swanston St, Carlton VIC 3053, Australia"
Victorian Doctors Health Program,0,-37.786583,144.958714,"293 Royal Parade, Parkville VIC 3052, Australia"
Your Community Health (Northcote),3.3,-37.7696743,145.001171,"42 Separation St, Northcote VIC 3070, Australia"
Your Community Health (PANCH),3.4,-37.7454649,145.007603,"300 Bell St, Preston VIC 3072, Australia"
Your Community Health (East Reservoir),4.5,-37.7315268,145.0302145,"125 Blake St, Reservoir VIC 3073, Australia"
